"Species","ISpecies","Aroma","Flavor","Aftertaste","Acidity","Sweetness","Ratings"
"Arabica",1,7.75,7.5,7.58,7.5,10,83.17
"Arabica",1,7.58,7.75,7.67,7.5,10,83.17
"Arabica",1,7.42,7.83,8.17,8.08,10,83.17
"Arabica",1,7.75,8,7.67,8.08,9.33,83.17
"Arabica",1,7.58,7.67,7.33,7.67,10,83.08
"Arabica",1,7.75,7.5,7.5,7.42,10,83.08
"Arabica",1,7.58,7.58,7.58,7.5,10,83.08
"Arabica",1,7.33,7.67,7.67,7.33,10,83.08
"Arabica",1,7.83,7.92,7.5,7.83,10,83.08
"Arabica",1,7.42,7.67,7.58,7.5,10,83.08
"Arabica",1,7.58,7.83,7.67,7.42,10,83.08
"Arabica",1,7.83,7.33,7.5,7.67,10,83.08
"Arabica",1,7.33,7.75,7.58,7.33,10,83.08
"Arabica",1,7.75,7.75,7.5,7.5,10,83.08
"Arabica",1,7.83,7.83,7.33,7.17,10,83.08
"Arabica",1,7.75,7.67,7.42,7.75,10,83.08
"Arabica",1,7.67,7.58,7.5,7.67,10,83.08
"Arabica",1,7.33,7.58,7.58,7.92,10,83.08
"Arabica",1,7.33,7.33,7.33,7.58,10,83.08
"Arabica",1,7.83,7.75,7.33,7.25,10,83.08
"Arabica",1,7.67,7.58,7.5,7.58,10,83.08
"Arabica",1,7.92,7.67,7.67,7.25,10,83.08
"Arabica",1,7.58,7.5,7.5,7.75,10,83
"Arabica",1,7.5,7.58,7.58,7.67,10,83
"Arabica",1,7.5,7.67,7.58,7.67,10,83
"Arabica",1,7.67,7.58,7.42,7.42,10,83
"Arabica",1,7.67,7.67,7.5,7.58,10,83
"Arabica",1,7.67,7.67,7.33,7.67,10,83
"Arabica",1,7.75,7.67,7.58,7.58,10,83
"Arabica",1,7.67,7.75,7.33,7.92,10,83
"Arabica",1,7.75,7.67,7.33,7.75,10,83
"Arabica",1,7.83,7.67,7.25,7.67,10,83
"Arabica",1,7.67,7.67,7.67,7.5,10,83
"Arabica",1,7.92,7.92,7.83,7.58,10,83
"Arabica",1,7.83,7.58,7.5,7.5,10,83
"Arabica",1,7.67,7.5,7.67,7.83,9.33,83
"Arabica",1,7.67,7.67,7.42,7.83,10,83
"Arabica",1,7.67,7.58,7.5,7.58,10,83
"Arabica",1,7.75,7.58,7.42,7.67,10,83
"Arabica",1,7.75,7.42,7.33,7.5,10,83
"Arabica",1,7.83,7.5,7.58,7.33,10,83
"Arabica",1,7.33,7.67,7.75,7.42,10,83
"Arabica",1,7.58,7.75,7.42,7.67,10,83
"Arabica",1,7.5,7.5,7.42,7.58,10,83
"Arabica",1,7.67,7.58,7.42,7.5,10,83
"Arabica",1,7.67,7.83,7.5,7.58,10,83
"Arabica",1,7.5,7.67,7.5,7.5,10,83
"Arabica",1,7.67,7.58,7.5,7.5,10,83
"Arabica",1,7.75,7.58,7.5,7.67,10,83
"Arabica",1,7.67,7.58,7.58,7.58,10,83
"Arabica",1,7.5,7.67,7.5,7.67,10,83
"Arabica",1,7.67,7.67,7.58,7.5,10,83
"Arabica",1,7.33,7.67,7.58,7.5,10,83
"Arabica",1,7.33,7.67,7.58,7.33,10,83
"Arabica",1,7.83,7.83,7.67,7.83,9.33,83
"Arabica",1,7.5,7.58,7.42,7.58,10,83
"Arabica",1,7.5,7.58,7.67,7.67,10,83
"Arabica",1,7.58,7.83,7.75,7.92,9.33,83
"Arabica",1,7.5,7.25,7.42,7.75,10,83
"Arabica",1,7.67,7.58,7.5,7.58,10,82.92
"Arabica",1,7.5,7.5,7.75,7.58,9.33,82.92
"Arabica",1,7.58,7.67,7.5,7.33,10,82.92
"Arabica",1,7.17,7.83,7.25,7.67,10,82.92
"Arabica",1,7.58,7.58,7.5,7.5,10,82.92
"Arabica",1,7.5,7.58,7.67,7.33,10,82.92
"Arabica",1,7.58,7.58,7.67,7.58,10,82.92
"Arabica",1,8.08,7.5,7.67,7.42,10,82.92
"Arabica",1,7.83,7.67,7.25,7.58,10,82.92
"Arabica",1,7.75,7.67,7.42,7.42,10,82.92
"Arabica",1,7.08,7.5,7.5,7.83,10,82.92
"Arabica",1,8,7.5,7.5,7.58,10,82.92
"Arabica",1,7.75,7.58,7.58,7.5,10,82.92
"Arabica",1,7.75,7.5,7.42,7.58,10,82.92
"Arabica",1,7.67,7.83,7.42,7.5,10,82.92
"Arabica",1,7.58,7.58,7.25,7.58,10,82.92
"Arabica",1,7.58,7.5,7.75,7.33,10,82.92
"Arabica",1,7.75,7.5,7.25,7.5,10,82.92
"Arabica",1,7.83,7.75,7.25,7.92,10,82.92
"Arabica",1,7.83,7.67,7.42,7.42,10,82.92
"Arabica",1,7.58,7.58,7.33,7.25,10,82.92
"Arabica",1,7.67,7.33,7.17,7.58,10,82.92
"Arabica",1,8,7.92,7.67,7.17,10,82.92
"Arabica",1,7.5,7.5,7.5,7.42,10,82.92
"Arabica",1,7.5,7.75,7.33,7.75,10,82.92
"Arabica",1,7.42,7.58,7.5,7.17,10,82.92
"Arabica",1,7.75,7.58,7.42,7.58,10,82.83
"Arabica",1,7.5,7.58,7.33,7.67,10,82.83
"Arabica",1,7.67,7.58,7.58,7.5,10,82.83
"Arabica",1,7.33,7.67,7.67,7.83,10,82.83
"Arabica",1,7.83,7.92,7.75,7.83,9.33,82.83
"Arabica",1,7.25,7.58,7.5,7.42,10,82.83
"Arabica",1,7.58,7.58,7.33,7.67,10,82.83
"Arabica",1,7.58,7.83,7.33,7.67,10,82.83
"Arabica",1,7.83,7.67,7.5,7.58,10,82.83
"Arabica",1,7.42,7.58,7.25,7.5,10,82.83
"Arabica",1,7.67,7.67,7.75,7.67,10,82.83
"Arabica",1,7.5,7.42,7.58,7.5,10,82.83
"Arabica",1,7.83,7.5,7.5,7.42,10,82.83
"Arabica",1,7.67,7.5,7.33,7.25,10,82.83
"Arabica",1,7.58,7.67,7.5,7.58,10,82.83
"Arabica",1,7.67,7.58,7.42,7.75,10,82.83
"Arabica",1,7.67,7.67,7.33,7.5,10,82.83
"Arabica",1,7.58,7.58,7.5,7.42,10,82.83
"Arabica",1,7.75,7.58,7.75,7.75,10,82.83
"Arabica",1,7.5,7.58,7.42,7.67,10,82.75
"Arabica",1,7.58,7.67,7.5,7.58,10,82.75
"Arabica",1,7.5,7.67,7.17,7.67,10,82.75
"Arabica",1,7.5,7.5,7.42,7.58,10,82.75
"Arabica",1,7.42,7.58,7.42,7.67,10,82.75
"Arabica",1,7.5,7.58,7.42,7.58,10,82.75
"Arabica",1,7.58,7.58,7.33,7.58,10,82.75
"Arabica",1,7.83,7.67,7.33,7.67,10,82.75
"Arabica",1,7.67,7.67,7.17,7.33,10,82.75
"Arabica",1,7.58,7.5,7.42,7.67,10,82.75
"Arabica",1,7.58,7.5,7.42,7.58,10,82.75
"Arabica",1,7.5,7.5,7.58,7.5,10,82.75
"Arabica",1,7.67,7.5,7.33,7.33,10,82.75
"Arabica",1,7.5,7.67,7.42,7.67,10,82.75
"Arabica",1,7.5,7.58,7.58,7.75,10,82.75
"Arabica",1,7.75,7.58,7.42,7.5,10,82.75
"Arabica",1,7.75,7.42,7.25,7.75,10,82.75
"Arabica",1,7.67,7.42,7.42,7.58,10,82.75
"Arabica",1,7.67,7.58,7.42,7.83,10,82.75
"Arabica",1,7.58,7.83,7.75,7.75,10,82.75
"Arabica",1,7.58,7.33,7.17,7.33,10,82.75
"Arabica",1,7.58,7.58,7.5,7.5,10,82.75
"Arabica",1,7.58,7.58,7.33,7.75,10,82.75
"Arabica",1,8.08,8.17,8,8,10,82.75
"Arabica",1,7.5,7.58,7.42,7.67,10,82.75
"Arabica",1,7.67,7.58,7.58,7.58,10,82.75
"Arabica",1,7.25,7.75,7.5,7.83,10,82.75
"Arabica",1,7.42,7.42,7.5,7.58,10,82.75
"Arabica",1,7.75,7.67,7.5,7.83,10,82.75
"Arabica",1,7.5,7.58,7.25,7.75,10,82.67
"Arabica",1,7.5,7.58,7.5,7.67,10,82.67
"Arabica",1,7.67,7.67,7.42,7.42,10,82.67
"Arabica",1,7.67,7.67,7.67,7.67,9.33,82.67
"Arabica",1,7.5,7.67,7.42,7.75,10,82.67
"Arabica",1,7.75,7.5,7.33,7.58,10,82.67
"Arabica",1,7.58,7.5,7.42,7.67,10,82.67
"Arabica",1,7.33,7.5,7.58,7.58,10,82.67
"Arabica",1,7.5,7.5,7.5,7.5,10,82.67
"Arabica",1,7.58,7.5,7.5,7.58,10,82.67
"Arabica",1,8,7.83,7.83,7.42,10,82.67
"Arabica",1,7.67,7.58,7.42,7.5,10,82.67
"Arabica",1,7.67,7.5,7.33,7.67,10,82.67
"Arabica",1,7.67,7.5,7.5,7.5,10,82.67
"Arabica",1,7.42,7.5,7.5,7.67,10,82.67
"Arabica",1,7.75,7.58,7.67,7.25,10,82.67
"Arabica",1,7.92,8,7.5,6.75,9.33,82.67
"Arabica",1,7.67,7.67,7.17,7.67,10,82.67
"Arabica",1,7.83,7.33,7.83,7.33,9.33,82.67
"Arabica",1,7.58,7.58,7.42,7.58,10,82.67
"Arabica",1,7.5,7.58,7.58,7.58,10,82.67
"Arabica",1,7.33,7.58,7.42,7.42,10,82.67
"Arabica",1,7.83,7.67,7.5,7.67,9.33,82.67
"Arabica",1,7.75,7.58,7.25,7.75,10,82.67
"Arabica",1,8.08,7.67,7.67,7.33,10,82.67
"Arabica",1,7.5,7.42,7.33,7.33,10,82.67
"Arabica",1,7.5,7.42,7.42,7.75,10,82.58
"Arabica",1,7.67,7.42,7.5,7.42,10,82.58
"Arabica",1,7.5,7.58,7.42,7.5,10,82.58
"Arabica",1,7.25,7.25,7,7.08,10,82.58
"Arabica",1,7.42,7.42,7.5,7.33,10,82.58
"Arabica",1,7.83,7.58,7.42,7.33,10,82.58
"Arabica",1,7.75,7.33,7.42,7.67,10,82.58
"Arabica",1,7.42,7.58,7.58,7.42,10,82.58
"Arabica",1,7.75,7.42,7.33,7.5,10,82.58
"Arabica",1,7.83,7.5,7.42,7.58,10,82.58
"Arabica",1,7.67,7.42,7.5,7.67,10,82.58
"Arabica",1,7.58,7.58,7.42,7.75,10,82.58
"Arabica",1,7.5,7.58,7.42,7.58,10,82.58
"Arabica",1,7.75,7.25,7.33,7.42,10,82.58
"Arabica",1,7.75,7.5,7.75,7.25,10,82.58
"Arabica",1,7.58,7.5,7.42,7.58,10,82.58
"Arabica",1,7.5,7.58,7.5,7.5,10,82.58
"Arabica",1,7.67,7.58,7.58,7.75,10,82.58
"Arabica",1,7.33,7.42,7.58,7.42,10,82.58
"Arabica",1,7.58,7.5,7.33,7.75,10,82.58
"Arabica",1,7.5,7.5,7.5,7.5,10,82.5
"Arabica",1,7.83,7.75,7.25,7.5,10,82.5
"Arabica",1,7.58,7.58,7.33,7.5,10,82.5
"Arabica",1,7.5,7.5,7.33,7.5,10,82.5
"Arabica",1,7.5,7.83,7.5,7.75,10,82.5
"Arabica",1,7.33,7.5,7.5,7.5,10,82.5
"Arabica",1,7.67,7.42,7.33,7.58,10,82.5
"Arabica",1,7.75,7,7.42,7.58,10,82.5
"Arabica",1,7.42,7.58,7.5,7.67,10,82.5
"Arabica",1,7.42,7.5,7.67,7.33,10,82.5
"Arabica",1,7.83,7.42,7.33,7.67,10,82.5
"Arabica",1,7.5,7.5,7.42,7.42,10,82.5
"Arabica",1,7.83,7.67,7.17,7.33,10,82.5
"Arabica",1,7.5,7.58,7.5,7.5,10,82.5
"Arabica",1,7.67,7.5,7.33,7.67,10,82.5
"Arabica",1,7.92,7.5,7.33,7.58,10,82.5
"Arabica",1,7.67,7.33,7.33,7.33,10,82.5
"Arabica",1,7.67,7.42,7.33,7.67,10,82.5
"Arabica",1,7.67,7.5,7.33,7.5,10,82.5
"Arabica",1,7.33,7.42,7.33,7.75,10,82.5
"Arabica",1,7.75,7.58,7.67,7.67,10,82.5
"Arabica",1,7.42,7.67,7.17,7.58,10,82.42
"Arabica",1,7.58,7.5,7.33,7.75,10,82.42
"Arabica",1,7.67,7.58,7.25,7.67,10,82.42
"Arabica",1,7.58,7.5,7.25,7.67,10,82.42
"Arabica",1,7.5,7.42,7.08,7.75,10,82.42
"Arabica",1,5.08,7.75,7.83,7.75,10,82.42
"Arabica",1,7.67,7.42,7.42,7.5,10,82.42
"Arabica",1,7.42,7.5,7.33,7.5,10,82.42
"Arabica",1,7.67,7.25,7.42,7.42,10,82.42
"Arabica",1,7.17,7.83,7.33,7.5,10,82.42
"Arabica",1,7.5,7.5,7.5,7.67,10,82.42
"Arabica",1,7.42,7.5,7.42,7.58,10,82.42
"Arabica",1,7.58,7.67,7.33,7.5,10,82.42
"Arabica",1,7.58,7.58,7.58,7.75,10,82.42
"Arabica",1,7.25,7.33,7.25,7.5,10,82.42
"Arabica",1,7.5,7.58,7.5,7.92,10,82.42
"Arabica",1,7.25,7.67,7.42,7.17,10,82.42
"Arabica",1,7.67,7.42,7.33,7.5,10,82.42
"Arabica",1,7.5,7.42,7.42,7.67,10,82.42
"Arabica",1,7.42,7.58,7.5,7.42,10,82.42
"Arabica",1,7.42,7.58,7.33,7.58,10,82.42
"Arabica",1,7.75,7.33,7.25,7.58,10,82.42
"Arabica",1,7.5,7.58,7.33,7.5,10,82.42
"Arabica",1,7.58,7.58,7.17,7.5,10,82.42
"Arabica",1,7.58,7.33,7.33,7.58,10,82.42
"Arabica",1,7.67,7.58,7.33,7.42,10,82.42
"Arabica",1,7.83,7.5,7.42,7.67,10,82.42
"Arabica",1,7.67,7.33,7.25,7.42,10,82.42
"Arabica",1,7.75,7.5,7.42,7.42,10,82.42
"Arabica",1,7.33,7.58,7.17,7.58,10,82.42
"Arabica",1,7.58,7.25,7.42,7.25,10,82.42
"Arabica",1,7.5,7.58,7.33,7.5,10,82.33
"Arabica",1,7.33,7.5,7.5,7.33,10,82.33
"Arabica",1,7.42,7.42,7.42,7.5,10,82.33
"Arabica",1,7.5,7.5,7.42,7.5,10,82.33
"Arabica",1,7.75,7.5,7.25,7.25,10,82.33
"Arabica",1,7.75,7.33,7.5,7.5,10,82.33
"Arabica",1,7.5,7.58,7.42,7.5,10,82.33
"Arabica",1,8.25,7.83,7.25,8.33,10,82.33
"Arabica",1,7.42,7.5,7.5,7.42,10,82.33
"Arabica",1,7.5,7.42,7.17,7.83,10,82.33
"Arabica",1,7.33,7.58,7.42,7.58,10,82.33
"Arabica",1,7.75,8.08,7.67,8.08,6.67,82.33
"Arabica",1,7.58,7.67,7.5,7.58,10,82.33
"Arabica",1,7.33,7.58,7.42,7.5,10,82.33
"Arabica",1,7.42,7.33,7.5,7.17,10,82.33
"Arabica",1,7.5,7.5,7.5,7.5,10,82.33
"Arabica",1,7.5,7.5,7.5,7.5,10,82.33
"Arabica",1,7.5,7.42,7.58,7.5,10,82.33
"Arabica",1,7.5,7.42,7.5,7.5,10,82.33
"Arabica",1,7.67,7.5,7.42,7.5,10,82.33
"Arabica",1,7.92,7.58,7.25,7.75,10,82.33
"Arabica",1,7.67,7.5,7.33,7.67,10,82.33
"Arabica",1,7.58,7.67,7.58,7.33,10,82.33
"Arabica",1,7.67,7.58,7.5,7.58,10,82.33
"Arabica",1,7.5,7.67,7.33,7.5,10,82.33
"Arabica",1,7.58,7.5,7.42,7.5,10,82.33
"Arabica",1,8,7.75,7.33,7.33,10,82.33
"Arabica",1,7.58,7.58,7.25,7.58,10,82.33
"Arabica",1,7.83,7.58,7.33,7.25,10,82.33
"Arabica",1,7.58,7.5,7.25,7.42,10,82.25
"Arabica",1,7,7.08,7,7.17,10,82.25
"Arabica",1,7.67,7.5,7.25,7.67,10,82.25
"Arabica",1,7.42,7.67,7.5,7.08,10,82.25
"Arabica",1,7.58,7.67,7.5,7.67,9.33,82.25
"Arabica",1,7.58,7.5,7.42,7.58,10,82.25
"Arabica",1,7.58,7.42,7.33,7.42,10,82.25
"Arabica",1,7.75,7.58,7.42,7.42,10,82.25
"Arabica",1,7.5,7.5,7.5,7.5,10,82.25
"Arabica",1,7.58,7.58,7.42,7.42,10,82.25
"Arabica",1,7.33,7.42,7.5,7.67,10,82.25
"Arabica",1,7.58,7.58,7.5,7.17,10,82.25
"Arabica",1,7.5,7.5,7.33,7.58,10,82.25
"Arabica",1,7.5,7.58,7.42,7.67,10,82.25
"Arabica",1,7.67,7.58,7.33,7.5,10,82.25
"Arabica",1,7.75,7.33,7.33,7.5,10,82.25
"Arabica",1,7.33,7.58,7.42,7.67,10,82.25
"Arabica",1,7.42,7.5,7.42,7.58,10,82.25
"Arabica",1,7.5,7.42,7.67,7.33,10,82.25
"Arabica",1,7.67,7.33,7.33,7.33,10,82.25
"Arabica",1,7.67,7.58,7.42,7,10,82.25
"Arabica",1,7.17,7.25,7.58,7.25,10,82.25
"Arabica",1,7.42,7.42,7.5,7.42,10,82.17
"Arabica",1,7.5,7.5,7.17,7.42,10,82.17
"Arabica",1,7.5,7.5,7.33,7.42,10,82.17
"Arabica",1,7.58,7.42,7.42,7.33,10,82.17
"Arabica",1,7.42,7.42,7.42,7.5,10,82.17
"Arabica",1,6.92,7.58,7.42,7.33,10,82.17
"Arabica",1,7.42,7.42,7.17,7.75,10,82.17
"Arabica",1,7.67,7.5,7.25,7.42,10,82.17
"Arabica",1,7.42,7.42,7.5,7.5,10,82.17
"Arabica",1,7.58,7.5,7.42,7.25,10,82.17
"Arabica",1,7.75,7.42,7.42,7.58,10,82.17
"Arabica",1,7.42,7.33,7.17,7.42,10,82.17
"Arabica",1,7.5,7.5,7.33,7.42,10,82.17
"Arabica",1,7.5,7.5,7.5,7.5,10,82.17
"Arabica",1,7.67,7.5,7.5,7.17,10,82.17
"Arabica",1,7.33,7.25,7.25,7.58,10,82.17
"Arabica",1,7.5,7.67,7,7.5,10,82.17
"Arabica",1,7.25,7.75,7,7.75,9.33,82.17
"Arabica",1,7.5,7.58,7.25,7.5,10,82.17
"Arabica",1,7,7.67,7.5,7.5,10,82.17
"Arabica",1,7.58,7.67,7.42,7.17,10,82.17
"Arabica",1,7.5,7.5,7.42,7.42,10,82.08
"Arabica",1,7.75,7.58,7.42,7.67,10,82.08
"Arabica",1,7.42,7.58,7.42,7.5,10,82.08
"Arabica",1,7.25,7.25,7.58,7.58,10,82.08
"Arabica",1,7.75,7.42,7.42,7.25,10,82.08
"Arabica",1,7.42,7.33,7.42,7.42,10,82.08
"Arabica",1,7.42,7.5,7.5,7.33,10,82.08
"Arabica",1,7.5,7.42,7.42,7.42,10,82.08
"Arabica",1,7.58,7.33,7.33,7.33,10,82.08
"Arabica",1,7.25,7.58,7.58,7.25,10,82.08
"Arabica",1,7.42,7.58,7.5,7.33,10,82.08
"Arabica",1,7.5,7.42,7.42,7.5,10,82.08
"Arabica",1,7.67,7.5,7.25,7.58,10,82.08
"Arabica",1,7.67,8,7.17,7.08,10,82.08
"Arabica",1,7.58,7.42,7.25,7.75,10,82.08
"Arabica",1,7.33,7.5,7.33,7.58,10,82.08
"Arabica",1,7.67,7.42,7.67,7.33,10,82.08
"Arabica",1,7.5,7.5,7.17,7.5,10,82
"Arabica",1,7.5,7.5,7.25,7.33,10,82
"Arabica",1,7.5,7.33,7.42,7.5,10,82
"Arabica",1,7.67,7.33,7.33,7.42,10,82
"Arabica",1,7.42,7.5,7.25,7.33,10,82
"Arabica",1,7.42,7.42,7.33,7.58,10,82
"Arabica",1,7.5,7.42,7.33,7.58,10,82
"Arabica",1,7.33,7.5,7.17,7.42,10,82
"Arabica",1,7.58,7.5,7.42,7.42,10,82
"Arabica",1,7.5,7.25,7.33,7.33,10,82
"Arabica",1,7.33,7.33,7.33,7.5,10,82
"Arabica",1,7.33,7.33,7.58,7.5,10,82
"Arabica",1,7.42,7.58,7.33,7.42,10,82
"Arabica",1,7.33,7.67,7.42,7.17,10,82
"Arabica",1,7.67,7.33,7.25,7.5,10,82
"Arabica",1,7.42,7.5,7.33,7.5,10,82
"Arabica",1,7.42,7.5,7.25,7.5,10,82
"Arabica",1,7.33,7.33,7.33,7.5,10,82
"Arabica",1,7.58,7.5,7.17,7.5,10,82
"Arabica",1,7.75,7.33,7.33,7.42,9.33,82
"Arabica",1,7.33,7,7.08,7.42,10,82
"Arabica",1,7.58,7.5,7.25,7.58,10,81.92
"Arabica",1,7.5,7.5,7.25,7.42,10,81.92
"Arabica",1,7.58,7.5,7.25,7.33,10,81.92
"Arabica",1,7.42,7.33,7.33,7.5,10,81.92
"Arabica",1,7.67,7.58,7.33,7.5,9.33,81.92
"Arabica",1,7.58,7.58,7.17,7.83,10,81.92
"Arabica",1,7.33,7.33,7.33,7.42,10,81.92
"Arabica",1,7.58,7.42,7.25,7.17,10,81.92
"Arabica",1,7.67,7.08,7.42,7.33,10,81.92
"Arabica",1,7.42,7.33,7.33,7.58,10,81.92
"Arabica",1,7.5,7.5,7.42,7.25,10,81.92
"Arabica",1,7.58,7.5,7.25,7.58,10,81.92
"Arabica",1,7.5,7.5,7.25,7.25,10,81.92
"Arabica",1,7.5,7.42,7.25,7.5,10,81.92
"Arabica",1,7.33,7.58,7.17,7.58,10,81.92
"Arabica",1,7.67,7.42,7.33,7.83,10,81.92
"Arabica",1,7.42,7.58,7.25,7.5,10,81.92
"Arabica",1,7.67,7.33,7.33,7.58,10,81.92
"Arabica",1,7.42,7.5,7.25,7.5,10,81.83
"Arabica",1,7.25,7.33,7.5,7.33,10,81.83
"Arabica",1,7.42,7.5,7.42,7.5,10,81.83
"Arabica",1,7.75,7.83,7.58,7.75,10,81.83
"Arabica",1,7.58,7.5,7.33,7.42,10,81.83
"Arabica",1,7.17,7.58,6.83,7.5,10,81.83
"Arabica",1,7.58,7,6.92,6.92,10,81.83
"Arabica",1,7.33,7.58,7.5,7.42,10,81.83
"Arabica",1,7.58,7.5,7.33,7.5,10,81.83
"Arabica",1,7.5,7.5,7.33,7.5,10,81.83
"Arabica",1,7.67,7.5,7.5,7.25,10,81.83
"Arabica",1,7.67,7.33,7.17,7.25,10,81.83
"Arabica",1,7.42,7.42,7.42,7.33,10,81.83
"Arabica",1,7.58,7.42,7.33,7.33,10,81.83
"Arabica",1,7.33,7.58,7.25,7.17,10,81.83
"Arabica",1,7.5,7.5,7.33,7.33,10,81.83
"Arabica",1,7.42,7.42,7.25,7.5,10,81.83
"Arabica",1,7.5,7.5,7,7.42,10,81.83
"Arabica",1,7.83,7.83,7.83,8,10,81.83
"Arabica",1,7.75,7.75,7.5,7.42,9.33,81.83
"Arabica",1,7.83,7.67,7.33,7.33,9.33,81.83
"Arabica",1,7.83,7.33,7.25,7.58,10,81.83
"Arabica",1,7.33,7.33,7.25,7.5,10,81.83
"Arabica",1,7.33,7.67,7.25,7.5,10,81.83
"Arabica",1,7.58,7.5,7.17,7.58,10,81.83
"Arabica",1,7.25,7.58,7.83,7.67,10,81.83
"Arabica",1,7.5,7.5,7.25,7.42,10,81.75
"Arabica",1,7,7.08,7.33,7.5,10,81.75
"Arabica",1,7.42,7.42,7.42,7.42,10,81.75
"Arabica",1,7.17,7.25,7.17,7.25,10,81.75
"Arabica",1,7.5,7.5,7.33,7.42,10,81.75
"Arabica",1,7.42,7.5,7.17,7.67,10,81.75
"Arabica",1,7.42,7.5,7.33,7.58,10,81.75
"Arabica",1,7.33,7.42,7.33,7.67,10,81.75
"Arabica",1,7.5,7.42,7.25,7.33,10,81.75
"Arabica",1,7.33,7.42,7.33,7.33,10,81.75
"Arabica",1,7.42,7.58,6.92,7.08,10,81.75
"Arabica",1,7.42,7.5,7.25,7.5,10,81.67
"Arabica",1,7.42,7.42,7.08,7.42,10,81.67
"Arabica",1,7.42,7.33,7.17,7.67,10,81.67
"Arabica",1,7.58,7.5,7.33,7.33,10,81.67
"Arabica",1,7.17,7.33,7.33,7.42,10,81.67
"Arabica",1,7.58,7.5,7.25,7.25,10,81.67
"Arabica",1,7.75,7.75,7.75,7.67,10,81.67
"Arabica",1,7.25,7.75,6.92,7.42,10,81.67
"Arabica",1,7.42,7.33,7.25,7.42,10,81.67
"Arabica",1,7.33,7.33,7.5,7.25,10,81.67
"Arabica",1,7.25,7.42,7.25,7.5,10,81.67
"Arabica",1,7.17,7.42,7.33,7.42,10,81.67
"Arabica",1,7.5,7.33,7.5,7.5,10,81.67
"Arabica",1,7.5,7.17,7.17,7.17,10,81.67
"Arabica",1,7.42,7.42,7.67,8,10,81.67
"Arabica",1,7.5,7.5,7.5,7.25,10,81.67
"Arabica",1,7.58,7.42,7.33,7.42,10,81.67
"Arabica",1,7.5,7.42,7.08,7.58,10,81.67
"Arabica",1,7.5,7.67,7.33,7.33,10,81.67
"Arabica",1,7.25,7.67,7.58,7.67,10,81.67
"Arabica",1,7.67,7.25,7.17,7.75,10,81.67
"Arabica",1,7.5,7.42,7.33,7.42,10,81.67
"Arabica",1,7.58,7.42,7.25,7.58,10,81.67
"Arabica",1,7.75,7.58,7.25,7.17,10,81.67
"Arabica",1,7.42,7.33,7.33,7.33,10,81.67
"Arabica",1,7.5,7.42,7.08,7.42,10,81.58
"Arabica",1,7.42,7.42,7.08,7.5,10,81.58
"Arabica",1,7.42,7.42,7.25,7.67,10,81.58
"Arabica",1,7.58,7.42,7.5,7.17,10,81.58
"Arabica",1,7.42,7.42,7.33,7.42,10,81.58
"Arabica",1,7.42,7.42,7.17,7.58,10,81.58
"Arabica",1,7.33,7.17,7.08,7.08,9.33,81.58
"Arabica",1,7.42,7.42,7.33,7.33,10,81.58
"Arabica",1,7.42,7.33,7.17,7.58,10,81.58
"Arabica",1,7.67,7.5,7.42,7.5,10,81.58
"Arabica",1,7.33,7.5,7.25,7.5,10,81.58
"Arabica",1,7.67,7.58,7.42,7.58,8.67,81.58
"Arabica",1,7.08,7.33,7.58,7.58,10,81.58
"Arabica",1,7.33,7.33,7.17,7.5,10,81.58
"Arabica",1,7.25,7.17,7.33,7.33,10,81.58
"Arabica",1,7.67,7.58,7.17,7.42,10,81.5
"Arabica",1,7.5,7.42,7.33,7.33,10,81.5
"Arabica",1,7.5,7.5,7.33,7.42,10,81.5
"Arabica",1,7.5,7.42,7.25,7.25,10,81.5
"Arabica",1,7.5,7.42,7.33,7.08,10,81.5
"Arabica",1,7.25,7.42,7.25,7.5,10,81.5
"Arabica",1,7.83,7.33,7.08,7.08,10,81.5
"Arabica",1,7.67,7.42,6.92,7.5,10,81.5
"Arabica",1,7.5,7.42,7.17,7.58,10,81.5
"Arabica",1,7.42,7.33,7.67,7.33,9.33,81.5
"Arabica",1,7.58,7.5,7.5,7.67,9.33,81.5
"Arabica",1,7.42,7.33,7.25,7.42,10,81.5
"Arabica",1,7.5,7.42,7.25,7.25,10,81.5
"Arabica",1,7.33,7.33,7.17,7.42,10,81.5
"Arabica",1,7.58,7.42,7.25,7.42,10,81.5
"Arabica",1,7.42,7.25,7.17,7.42,10,81.5
"Arabica",1,7.33,7.5,7.33,7.33,10,81.5
"Arabica",1,7.42,7.42,7.33,7.17,10,81.5
"Arabica",1,7.5,7.5,7.25,7.5,10,81.5
"Arabica",1,7.75,7.17,7.17,7.33,10,81.5
"Arabica",1,7.5,7.42,7.17,7.42,10,81.5
"Arabica",1,7.33,7.5,7.33,7.42,10,81.5
"Arabica",1,7.42,7.42,7.17,7.42,10,81.5
"Arabica",1,7.33,7.33,7.33,7.5,10,81.5
"Arabica",1,7.58,7.33,7.08,7.33,10,81.42
"Arabica",1,7.42,7.33,7.08,7.58,10,81.42
"Arabica",1,7.33,7.5,7.5,7.33,10,81.42
"Arabica",1,7.5,7.33,7.17,7.25,10,81.42
"Arabica",1,7.83,7.75,7.42,7.17,10,81.42
"Arabica",1,7.58,7.17,7.33,7.42,10,81.42
"Arabica",1,7.25,7.5,7.42,7.17,10,81.42
"Arabica",1,7.42,7.5,7.17,7.42,10,81.42
"Arabica",1,7.67,7.33,7.25,7.17,10,81.42
